Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
SMC Global Sec.,543263,SMCGLOBAL,INE103C01036,Capital Markets,Stockbroking & Allied,65.90,14.60,84.67,3.05,1.59,12.65,4.04,1996.54,30.43,3.01,1.76,1.51,0.78,-8.02,1278.81,1.51,-0.23,13.60,1675.53,3.97,1.65,58.70,45.25,17.25,3.97,1.76,1781.61,19.63,-0.05,1778.40,423.14,6.48,430.43,30.38,400.05,207.21,192.03,-0.81,41.88,0.00,1236.93,1657.09,37.55,5241.76,3457.64,1963.82,349.80,216.72,29.03,328.07,85.88,23.54,-2.57,-24.12,24.45,1381.83
SMT Engineering,538563,,INE673E01018,Commercial Services & Supplies,Trading & Distributors,442.00,4.46,13.15,2.78,0.95,6.90,7.98,68.23,2.50,38.70,1.84,6.74,7.38,-64.54,71.53,6.74,-0.08,27.62,97.10,1.39,8.55,-25.45,344.26,0.00,1.39,0.84,108.23,20.54,-6.33,21.10,2.72,0.05,2.72,0.00,2.72,0.06,2.71,0.05,16.52,0.00,55.01,39.61,11.91,191.95,152.54,83.09,22.23,3.19,0.69,21.50,13.19,-31.38,-31.37,0.24,53.22,798.69
Snowman Logistic,538635,SNOWMAN,INE734N01019,Transport Services,Logistics Solution Provider,42.08,4.25,-0.22,0.72,0.80,1.33,0.10,326.44,2.79,10.90,1.22,1.10,1.17,20.50,406.49,1.10,-0.12,57.37,609.65,1.86,3.04,10.76,-187.63,293.66,1.86,1.09,599.08,15.22,0.00,552.53,89.29,4.24,93.04,63.08,29.96,24.46,5.99,0.49,167.09,0.00,239.40,130.55,176.15,793.89,129.68,106.49,91.17,25.89,65.65,28.45,1.66,65.42,-21.67,-51.89,-16.85,703.63
Softtech Enginee,543470,SOFTTECH,INE728Z01015,IT - Software,Computers - Software & Consulting,343.95,4.39,3.03,0.59,0.27,0.88,1.87,45.37,2.29,15.24,2.14,2.79,4.15,-70.98,166.81,2.79,0.09,34.11,156.02,1.31,5.13,17.41,261.73,0.00,1.31,2.14,117.31,24.80,0.04,95.25,22.53,2.24,24.54,16.34,8.20,5.16,3.27,0.23,10.16,0.00,156.65,25.72,16.19,244.00,131.92,61.73,29.09,4.23,21.26,11.80,2.68,27.96,-7.39,-64.03,37.25,486.81
Solara Active,541540,SOLARA,INE624Z01016,Pharmaceuticals & Biotechnology,Pharmaceuticals,482.35,6.01,-12.36,0.02,0.51,0.05,-5.28,646.08,3.52,13.09,0.92,0.87,1.39,18.17,1254.81,0.87,-0.23,1196.44,1389.86,2.09,2.61,8.17,-162.82,0.00,2.09,0.49,1254.70,13.90,0.00,1283.76,206.28,8.32,214.60,99.25,115.35,114.81,0.54,0.00,44.49,0.00,1210.32,738.56,57.52,2293.43,797.65,870.34,174.46,96.30,97.94,83.94,-19.11,212.82,173.26,-36.83,-180.48,1738.97
Solex Energy,,SOLEX,INE880Y01017,Electrical Equipment,Heavy Electrical Equipment,1281.80,28.22,52.39,11.66,1.63,38.74,48.50,293.16,5.29,16.34,1.18,4.89,1.76,-25.50,180.36,4.89,-0.22,7.40,348.75,2.15,4.89,-28.35,164.65,1.50,2.15,0.38,784.76,12.51,0.00,660.04,68.85,3.60,72.45,9.23,63.22,10.77,52.45,0.00,10.80,0.00,169.56,123.44,24.06,741.23,456.81,386.36,98.15,17.99,13.86,87.95,52.39,-48.85,-115.43,-54.02,112.93,1384.67
South Ind.Bank,532218,SOUTHBANK,INE683A01023,Banks,Private Sector Bank,39.91,6.50,1389.83,1.08,11.30,13.78,5.31,124423.04,6.24,16.03,4.14,1.30,1.08,-10.52,11010.93,1.30,-8.07,95.50,10622.58,11.97,0.58,-4.45,27.94,8.03,11.97,4.14,9660.46,61.51,0.00,9413.31,5972.92,1813.43,7788.69,101.78,7686.91,5927.67,1756.90,-2.34,261.72,0.00,10749.21,4300.48,107525.60,138497.03,12649.08,3052.30,5942.45,6270.10,0.00,8138.37,1389.83,-2352.95,-2508.88,4434.03,156.85,10460.25
Spandana Sphoort,542759,SPANDANA,INE572J01011,Finance,Microfinance Institutions,224.20,-3.87,-1039.71,-9.17,1.35,-30.97,-117.22,3072.50,-22.19,-4.58,10.26,-1.62,1.72,-9.26,2278.70,-1.62,-1.00,-3.21,1124.34,3.98,1.02,0.47,-21.75,0.00,3.98,10.26,1042.65,-82.52,0.00,2180.72,-440.21,64.46,-375.74,18.92,-394.66,879.18,-1273.85,-0.01,79.97,0.00,2198.73,5196.64,0.00,5500.96,1222.31,119.10,-860.41,526.01,15.19,-852.44,-1039.71,3782.97,3770.33,-200.21,-3761.34,1795.02
SPARC,532872,SPARC,INE232I01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,146.05,-297.83,-257.19,-84.66,,,-8.31,416.61,-4.45,-23.43,0.03,-8.53,89.15,-15.60,-348.75,-8.53,-0.25,-1.21,-316.93,-1.85,18.17,-13.07,-69.45,0.00,-1.85,0.03,53.14,-430.96,0.00,71.77,-327.27,1.79,-325.51,10.83,-336.34,8.91,-345.22,0.03,32.45,0.00,-381.20,158.19,107.21,319.65,13.55,493.33,-229.01,26.99,10.22,-230.20,-269.55,-362.41,-372.16,157.66,200.88,4737.26
Spectrum Talent,,SPECTSTM,INE0OL001018,Commercial Services & Supplies,Diversified Commercial Services,69.50,4.93,6.17,2.94,0.27,4.31,2.67,44.01,6.59,12.28,2.38,4.45,0.11,-6.49,163.66,4.45,-0.30,6.08,171.21,1.41,7.73,-2.40,42.57,0.00,1.41,2.38,1447.59,0.65,0.84,1270.14,8.23,3.24,10.75,2.31,8.44,0.97,8.19,0.72,23.09,0.00,140.57,35.14,0.00,275.33,230.03,96.46,9.43,2.39,2.50,10.64,6.17,-66.98,-71.59,-8.35,39.01,160.50
Spencer's Retail,542337,SPENCERS,INE020801028,Retailing,Diversified Retail,34.12,-9.72,-252.16,-17.76,,,-27.98,1702.32,-4.39,155.12,0.23,-0.53,0.17,35.91,-786.60,-0.53,-5.03,-6.91,-38.99,-2.27,-0.19,8.18,-5.24,0.00,-2.27,0.07,1775.73,-0.84,0.00,1995.19,-43.26,103.52,39.75,142.56,-102.81,164.31,-246.61,20.51,45.07,0.00,-831.67,916.97,654.48,1286.82,283.11,1212.58,-14.92,165.28,99.91,-87.11,-252.16,37.41,21.07,-20.24,-26.94,305.87
Spice LoungeFood,539895,,INE631E01024,Leisure Services,Restaurants,25.07,,1.09,,1.03,5.20,0.02,114.54,0.40,166.91,3.05,1.38,11.96,,111.03,1.38,,20.27,200.71,,12.39,600.58,707.57,0.00,,2.97,146.17,4.98,0.00,105.40,13.31,0.99,14.30,3.71,10.59,4.79,5.80,0.00,69.71,0.00,41.32,14.56,56.03,259.72,120.10,39.43,7.28,5.23,3.64,7.24,1.09,2.91,2.82,3.75,-4.80,1747.69
SpiceJet,500285,SPICEJET,INE285B01017,Transport Services,Airline,14.73,9.10,-794.72,0.65,,,-5.61,4208.77,-9.16,78.46,0.39,-2.57,0.48,-2.94,-75.32,-2.57,-1.95,72.48,-2388.54,13.23,0.14,-1.35,-8.97,0.00,13.23,0.37,4717.97,-14.52,-6.80,5284.00,-464.63,1451.21,987.52,637.70,349.82,290.81,58.07,-0.94,1526.10,0.00,-1601.42,885.99,3327.80,8431.22,2773.70,7051.03,-685.04,222.88,651.42,-571.85,-813.28,-1665.07,-1748.61,-674.46,2169.59,2247.94
SRG Housing,534680,SRGHFL,INE559N01010,Finance,Housing Finance Company,271.00,12.29,29.43,3.17,2.45,11.52,18.77,685.36,9.76,9.55,2.01,1.51,2.33,-3.46,279.24,1.51,-1.96,28.09,40.64,2.92,1.66,-3.24,51.83,0.00,2.92,2.01,182.72,60.70,-0.03,154.53,98.72,0.02,98.74,6.65,92.09,62.04,30.05,0.00,15.69,0.00,263.55,584.33,0.00,983.11,37.17,18.52,110.91,71.56,6.27,107.80,29.43,-131.49,-135.45,-31.21,172.92,425.53
Sterling & Wils.,542760,SWSOLAR,INE00M201021,Construction,Civil Construction,216.25,26.21,260.48,5.01,1.83,31.44,-13.25,1191.43,8.68,11.27,1.16,3.22,0.67,49.87,649.75,3.22,-0.52,-4.03,701.34,8.42,3.56,-19.59,37.47,0.00,8.42,1.16,7548.05,4.00,0.00,7548.05,302.09,-407.27,505.76,11.28,494.48,153.78,-270.24,-610.94,23.35,0.00,626.40,871.78,64.53,5317.42,4767.98,4107.92,302.09,153.78,11.28,494.48,-295.79,-257.35,-268.31,-106.74,102.74,5042.10
Sterlite Tech.,532374,STLTECH,INE089C01029,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,280.55,2.86,12.00,-1.84,0.94,-6.28,-0.88,1921.00,1.59,27.35,0.90,1.07,3.13,63.30,2054.00,1.07,0.03,-15.62,2668.00,3.45,5.06,39.24,-1950.87,0.00,3.45,0.58,4363.00,11.60,0.00,3996.00,416.00,-15.00,449.00,316.00,133.00,241.00,-156.00,-48.00,98.00,0.00,1956.00,1659.00,267.00,5832.00,2573.00,2862.00,506.00,226.00,315.00,241.00,-43.00,348.00,226.00,-295.00,4.00,13656.12
STL Networks,544395,STLNETWORK,INE1VXE01018,Telecom - Services,Other Telecom Services,30.10,4.19,-70.38,-1.17,0.96,-3.54,-841.47,826.73,1.47,48.79,1.35,0.30,1.57,,864.49,0.30,,-25.88,760.28,3.09,1.95,-8.36,-191.90,0.00,3.09,1.32,936.59,4.07,-0.01,1179.72,73.80,6.91,79.96,14.86,65.10,88.71,-22.86,0.75,97.58,0.00,766.91,793.45,39.01,2755.19,2448.44,1812.94,38.15,111.06,13.13,33.40,-73.23,-175.76,-175.57,-1.69,332.45,1469.97
Subex,532348,SUBEXLTD,INE754A01055,IT - Software,Software Products,9.41,-6.44,3.29,-7.08,0.09,-11.26,0.02,29.70,4.15,14.22,2.57,6.07,1.91,1850.38,322.73,6.07,0.22,-0.94,384.64,1.67,3.52,54.34,101.50,0.00,1.67,2.57,276.70,2.26,0.00,285.61,-14.55,11.07,-7.97,14.12,-22.09,2.22,-19.82,4.49,281.00,0.00,41.73,0.00,19.38,517.39,251.32,97.64,6.25,2.97,12.55,18.04,1.00,9.75,7.42,-14.57,-12.05,529.82
Sudarshan Chem.,506655,SUDARSCHEM,INE659A01023,Chemicals & Petrochemicals,Dyes And Pigments,885.65,6.03,3.67,1.27,0.72,3.07,-7.69,2528.00,2.95,14.08,2.19,1.73,0.83,41.72,3520.20,1.73,0.01,42.02,6467.80,1.75,2.99,188.01,-88.41,63.44,1.75,1.16,8346.74,5.86,0.00,3345.58,383.32,-67.35,408.22,166.22,242.00,50.58,99.17,-92.25,15.70,0.00,3504.50,1818.88,558.64,9754.50,5988.20,2737.10,489.49,145.06,353.94,251.56,-41.39,37.04,-56.24,-1548.39,2595.87,6963.87
Sudarshan Pharma,543828,,INE00TV01023,Chemicals & Petrochemicals,Specialty Chemicals,30.25,15.51,21.23,5.26,1.56,14.83,0.83,218.80,5.18,18.02,1.19,2.17,1.13,-267.36,139.95,2.17,-0.29,13.71,145.02,2.61,4.42,20.67,166.97,0.00,2.61,0.66,643.73,7.31,0.00,505.05,39.92,-0.30,42.44,2.22,40.22,15.77,21.63,-2.82,24.07,0.00,115.88,166.62,4.11,506.90,396.47,332.64,47.05,22.58,3.52,48.96,19.39,35.22,30.47,-20.37,-14.45,728.00
Sugs Lloyd,544501,,INE0XX801016,Electrical Equipment,Other Electrical Equipment,122.50,34.52,22.98,17.97,1.94,53.98,11.90,74.83,10.74,9.22,1.12,5.03,1.15,-14.07,45.60,5.03,,4.46,12.25,2.35,6.78,-6.40,46.54,0.00,2.35,1.03,246.25,14.68,0.28,175.21,25.79,1.73,26.92,0.36,26.56,4.44,22.72,0.60,23.21,0.00,22.39,0.00,74.83,133.49,103.99,92.83,36.16,7.65,0.40,38.50,22.98,-44.44,-44.85,-8.56,51.84,284.37
Sumeet Industrie,514211,SUMEETINDS,INE235C01036,Textiles & Apparels,Other Textile Products,30.40,-2.14,29.91,-1.34,0.48,,1.80,97.97,2.07,31.22,1.80,4.16,1.56,9.70,174.98,4.16,0.19,0.58,283.88,2.72,8.75,3.92,175.55,0.00,2.72,1.18,1027.71,4.87,0.00,1003.37,12.32,191.65,14.69,20.79,-6.10,3.59,179.59,189.28,105.27,28.00,69.71,50.39,20.78,470.80,303.92,169.07,50.10,8.22,19.37,34.18,94.56,410.06,407.82,-0.86,-389.88,1608.07
Summit Securitie,533306,SUMMITSEC,INE519C01017,Finance,Investment Company,1668.00,1.21,123.23,0.74,0.00,0.85,113.04,0.00,8.89,11.32,0.89,,10.18,36.76,11178.38,,7.15,0.00,-1.16,1.09,1.49,24.47,106.90,0.00,1.09,0.89,178.67,89.85,0.00,119.03,114.32,-13.83,114.32,0.02,114.30,0.00,100.47,-13.83,10.90,0.00,11167.48,0.00,0.00,12888.17,9.99,11.18,160.54,0.00,0.02,160.53,123.23,74.35,74.35,-76.70,0.00,1819.43
Sundaram Brake,590072,SUNDRMBRAK,INE073D01013,Auto Components,Auto Components & Equipments,603.95,7.75,-3.25,2.40,0.41,5.32,-9.07,38.96,0.36,39.46,1.33,0.27,0.68,-190.46,95.10,0.27,-0.14,7.54,101.88,2.17,4.52,1827.92,-258.29,11.40,2.17,0.83,351.19,1.07,0.00,352.21,14.56,2.81,17.37,5.97,11.40,5.26,6.14,0.00,3.93,0.00,91.17,3.98,51.74,200.09,123.10,92.64,3.75,3.73,6.00,1.00,-3.57,0.13,-7.91,-6.84,6.65,237.63
Sundaram Clayton,544066,SUNCLAY,INE0Q3R01026,Auto Components,Auto Components & Equipments,1434.40,-2.39,-194.02,-5.28,1.87,-19.40,-13.83,1631.41,-1.50,38.33,0.70,-0.68,1.50,-12.29,874.28,-0.68,-0.43,-153.18,1894.82,2.97,2.51,-324.40,-68.90,-98.30,2.97,0.35,2094.42,4.69,0.00,2259.30,96.68,218.94,119.42,173.11,-53.69,103.64,38.87,196.20,11.02,0.00,863.26,921.08,572.04,3076.77,791.23,1125.92,98.15,105.31,195.38,-71.23,-30.48,-9.70,-482.34,-307.29,329.15,3146.66
Sundaram Finance,590071,SUNDARMFIN,INE660A01013,Finance,Non Banking Financial Company (NBFC),4680.00,9.64,2108.76,2.66,4.35,15.27,185.21,65829.64,6.38,15.20,2.10,1.59,5.46,-6.48,15129.19,1.59,-1.30,35.03,2568.67,5.29,1.70,-5.78,87.62,20.52,5.29,2.10,9507.57,79.49,-0.01,8512.82,6845.77,50.16,6861.51,222.56,6638.95,4225.98,2447.39,34.42,110.21,0.00,15018.98,26887.36,34196.27,82215.88,2127.79,1013.68,7557.21,4652.30,241.97,7391.62,2057.67,-8985.25,-8998.98,931.11,7820.93,51907.63
Sundrop Brands,500215,SUNDROP,INE209A01019,Agricultural Food & other Products,Edible Oil,656.00,0.22,39.20,3.08,0.01,3.75,-27.53,13.49,0.29,60.34,1.70,4.38,1.69,105.73,1448.79,4.38,0.07,-0.12,1466.09,0.82,4.24,29.43,308.21,0.00,0.82,0.88,1466.76,2.56,0.00,898.87,26.40,-144.52,27.92,25.75,2.17,1.77,-145.64,-146.04,37.70,0.00,1411.09,0.00,14.31,1815.35,427.07,251.66,37.56,1.65,33.89,7.23,-103.77,84.41,63.34,-5.58,-44.74,2484.14
Sunflag Iron,500404,SUNFLAG,INE947A01014,Industrial Products,Iron & Steel Products,296.10,3.95,217.99,1.78,0.07,2.33,11.73,579.82,6.26,12.20,1.47,4.70,1.40,47.67,8541.53,4.70,1.42,3.58,2316.74,1.04,2.40,28.52,80.24,8.34,1.04,0.60,3821.80,11.86,0.00,3535.59,389.31,16.80,406.11,104.45,301.66,89.90,211.76,0.00,180.22,0.00,8361.31,552.53,71.52,10871.24,1597.89,1083.97,453.13,76.43,111.20,359.44,211.34,187.39,107.38,-86.79,-193.22,5343.74
Super Sales Ind.,512527,,INE091C01017,Textiles & Apparels,Other Textile Products,690.00,1.07,3.61,-0.29,0.18,-0.38,10.84,95.14,5.44,6.95,1.55,1.73,0.51,26.97,538.09,1.73,1.85,-54.06,230.72,1.28,2.31,7.30,-359.03,-43.61,1.28,1.04,412.86,7.27,0.00,403.77,23.57,8.67,31.87,24.99,6.88,8.97,-1.72,0.37,3.07,0.00,535.02,43.97,42.45,707.90,196.58,127.22,30.02,8.54,24.25,14.77,3.33,29.01,9.11,-26.37,-4.32,211.83
Superhouse Ltd,523283,SUPERHOUSE,INE712B01010,Consumer Durables,Leather And Leather Products,155.00,3.90,6.14,0.66,0.41,1.19,5.57,189.28,11.22,5.51,1.55,1.34,0.24,-57.60,461.27,1.34,0.04,20.27,469.12,1.84,2.19,10.14,133.51,9.44,1.84,0.87,697.86,5.53,0.00,664.99,32.95,17.79,44.75,18.09,26.66,20.99,11.66,5.99,10.75,0.00,450.52,205.48,5.70,900.64,593.14,382.88,38.57,22.55,19.27,30.32,5.87,16.85,11.98,-6.68,-14.46,170.89
Supra Pacific,540168,,INE268T01015,Finance,Non Banking Financial Company (NBFC),23.74,8.53,5.81,0.50,3.77,1.94,1.07,292.10,9.37,9.28,6.69,1.22,1.47,-1.60,77.55,1.22,-3.74,256.23,47.70,3.56,1.39,-0.99,55.82,0.00,3.56,6.69,79.12,52.22,0.00,47.51,23.72,0.41,24.13,4.75,19.38,18.38,1.00,0.00,33.29,0.00,44.26,132.32,97.99,373.17,22.47,3.36,41.32,30.41,5.58,37.08,5.81,-118.41,-121.89,-3.48,117.66,116.66
Supreme Infra.,532904,SUPREMEINF,INE550H01011,Construction,Civil Construction,81.79,,-980.78,-34.74,4.19,,346.12,1435.65,0.01,406.36,0.43,0.00,10.77,-66.70,343.02,0.00,0.37,-1.01,-1218.61,-0.64,0.10,72.27,-16.26,0.00,-0.64,0.42,73.60,-15.07,12.64,66.17,-40.16,5.23,-39.10,6.10,-45.20,1385.32,-1426.35,4.17,96.74,244.02,246.28,1299.33,1496.41,2681.11,967.02,2273.59,-11.09,981.11,5.17,0.30,5484.03,10.97,7.09,-3.02,-8.25,792.78
Suraj,531638,SURAJLTD,INE713C01016,Industrial Products,Iron & Steel Products,240.00,12.73,-0.97,6.26,0.32,10.00,-0.53,43.89,0.93,30.51,1.43,0.87,1.99,144.95,136.56,0.87,,3.30,114.32,1.53,5.66,-48.88,319.14,20.71,1.53,0.59,221.16,4.29,0.00,233.74,28.29,5.82,33.38,10.90,22.48,4.72,18.49,0.73,18.36,0.00,118.20,64.08,0.00,205.97,95.42,66.96,9.48,5.19,11.33,4.54,-0.97,-9.01,-23.46,-14.29,23.15,440.41
Surani Steel Tub,,SURANI,INE01ZJ01015,Industrial Products,Iron & Steel Products,129.00,1.91,2.98,0.81,0.00,1.12,0.91,0.00,1.48,51.80,144.26,49.33,1.21,-11.70,123.95,49.33,-0.01,0.00,124.04,1.20,6.43,22.61,198.58,0.00,1.20,124.13,165.15,-0.12,0.00,225.00,1.38,-0.40,3.54,0.80,2.74,0.02,0.16,-2.56,15.55,0.00,108.40,0.00,34.57,124.97,112.52,0.78,-0.20,0.06,0.91,2.96,1.42,8.87,6.57,-66.51,25.19,200.57
Surat Trade,530185,,INE936A01025,Textiles & Apparels,Other Textile Products,4.58,-1.11,7.42,0.55,0.01,0.56,0.33,1.64,9.19,10.27,48.29,58.19,1.40,-7.82,225.74,58.19,1.20,0.14,94.65,1.00,2.94,-11.66,40.52,0.00,1.00,48.29,72.78,-2.28,0.00,68.64,-4.86,14.82,-1.85,0.52,-2.37,0.16,9.28,11.81,22.21,0.00,203.53,0.00,1.70,231.03,82.09,1.70,-1.66,0.16,0.55,9.31,7.42,-8.72,-10.28,9.25,-0.42,101.70
Suryalak. Cott.,521200,SURYALAXMI,INE713B01026,Textiles & Apparels,Other Textile Products,58.81,7.00,4.07,0.41,0.96,1.14,2.72,261.23,9.51,6.81,1.31,1.21,0.14,4.22,271.22,1.21,-0.92,71.96,362.67,2.78,2.23,14.69,219.25,0.00,2.78,0.66,800.59,5.53,0.00,791.76,50.93,4.82,54.79,18.20,36.59,32.02,5.53,0.96,20.58,10.41,250.64,181.59,94.76,719.85,444.41,338.41,44.29,28.91,19.03,34.97,5.11,7.76,-11.96,-32.81,25.73,114.01
Suryoday Small,543279,SURYODAY,INE428Q01011,Banks,Other Bank,150.10,7.28,68.47,0.82,7.11,6.16,6.44,14156.10,7.54,13.26,4.58,1.09,0.79,2.61,1991.16,1.09,-5.44,123.14,1928.34,7.26,0.78,1.21,43.77,0.00,7.26,4.58,2029.28,37.46,0.05,1953.75,829.79,217.25,1046.99,55.59,991.40,847.61,143.84,0.05,106.29,0.00,1884.87,2710.29,10579.61,16604.23,2095.13,456.97,760.13,1002.46,0.00,1089.60,68.47,1319.98,1143.10,-1058.99,268.32,1600.38
Sustainable Ener,,SEITINVIT,INE0R8O23017,Power,Power Generation,119.00,5.91,124.20,1.87,1.11,4.35,3.83,3308.26,5.17,10.73,5.00,1.39,5.32,,2990.88,1.39,,23.82,6736.84,2.37,1.79,6.04,172.74,118.96,2.37,5.00,724.95,82.73,0.00,721.90,601.91,79.12,681.03,292.91,388.12,276.90,111.22,0.00,3240.00,0.00,-249.12,,,7101.04,443.93,88.83,599.78,263.60,294.03,367.01,124.20,638.48,618.68,-23.17,-644.42,3855.60
Sutlej Textiles,532782,SUTLEJTEX,INE645H01027,Textiles & Apparels,Other Textile Products,38.90,-2.84,-78.95,-3.50,0.98,-7.84,-4.93,825.46,-3.94,27.72,1.21,-0.88,0.25,7.72,844.96,-0.88,-0.61,-12.07,1141.00,2.32,2.44,9.80,-41.24,0.00,2.32,0.58,2560.97,1.28,0.00,2676.76,42.86,21.77,60.31,111.21,-50.90,63.42,-110.00,4.32,16.38,0.00,828.58,875.97,2.71,1962.63,905.58,746.46,32.66,64.61,109.63,-57.17,-80.72,66.03,6.44,-25.03,-31.96,647.13
Suyog Gurbaxani,543391,,INE07GA01011,Construction,Civil Construction,114.49,10.25,14.24,6.77,5.24,43.19,5.73,161.61,4.60,15.69,5.25,5.26,4.96,-89.46,30.84,5.26,-0.59,18.60,189.20,5.25,3.42,78.41,51.01,0.00,5.25,5.22,57.39,41.30,0.00,53.01,17.52,0.01,17.53,6.60,10.93,2.76,8.17,0.00,24.86,0.00,5.98,12.38,73.77,227.82,171.42,32.67,23.70,3.25,6.61,17.10,14.24,3.63,3.55,-0.08,-3.50,284.64
Swan Corp,503310,SWANCORP,INE665A01038,Chemicals & Petrochemicals,Petrochemicals,339.15,-1.44,-11.42,-2.73,0.34,-4.47,-0.39,2543.21,0.92,51.41,2.24,1.30,2.44,-12.59,7396.67,1.30,-0.10,2.91,10836.77,1.75,2.63,-20.07,-1075.62,0.42,1.75,1.58,4357.29,1.63,0.00,4937.87,-141.35,1944.05,-20.27,147.29,-167.56,185.67,1469.74,1822.97,31.35,0.00,7365.32,1833.56,989.93,13593.35,5628.61,2507.86,70.95,84.33,122.35,109.52,-2.41,-528.86,1311.45,1345.52,-559.76,10616.35
Swan Defence,533107,SWANDEF,INE542F01020,Industrial Manufacturing,Ship Building & Allied Services,1860.00,-5.76,-104.43,-6.35,10.67,-46.31,-20.25,2614.52,-0.76,-379.56,5.74,-9.44,193.59,26.73,244.96,-9.44,-0.01,-14.44,2570.56,9.53,5.93,-101.54,-296.84,0.00,9.53,0.36,50.77,-135.51,-5.01,7.03,-107.96,8.27,-97.46,60.88,-158.34,20.94,-181.51,-2.23,52.68,0.00,192.28,1332.00,1173.25,2911.32,1462.33,254.92,-68.80,10.00,61.68,-94.43,-106.66,-96.79,-259.56,-161.70,268.66,9828.33
Swaraj Suiting,,SWARAJ,INE0GMR01016,Textiles & Apparels,Other Textile Products,290.50,18.08,41.37,7.21,1.94,25.65,18.79,332.32,7.92,10.54,1.27,2.77,1.61,-14.35,171.52,2.77,-0.37,9.93,368.30,3.02,3.50,18.05,66.51,0.00,3.02,0.44,459.23,21.91,-10.02,416.57,73.22,1.80,74.94,11.36,63.58,19.06,44.60,0.08,22.02,0.00,149.50,264.09,3.75,642.19,334.14,262.39,100.63,30.60,16.77,84.66,41.37,40.86,-99.30,-127.33,86.89,737.57
Swiggy,544285,SWIGGY,INE00H001014,Retailing,E-Retail/ E-Commerce,286.20,-29.22,-4425.00,-24.15,0.25,-254.95,-17.77,2491.00,-5.33,-25.40,2.65,-24.14,3.74,-26.97,9825.00,-24.14,-0.04,-0.80,11005.00,1.26,9.82,-36.38,-74.82,0.00,1.26,2.63,21080.00,-16.61,0.00,15226.76,-2788.40,384.47,-2394.54,612.28,-3006.82,100.59,-3116.80,-9.39,260.00,0.00,9565.00,0.00,1702.95,15792.00,10638.00,4020.00,-3501.00,176.00,1111.00,-4249.00,-4435.00,-2169.47,-2912.81,-1372.44,3903.37,78931.44
Synergy Green,541929,SGIL,INE00QT01015,Industrial Products,Castings & Forgings,552.00,20.85,7.84,6.26,1.79,21.88,5.20,200.52,3.49,19.97,1.00,1.84,2.46,-37.06,111.81,1.84,-0.11,11.87,195.41,2.51,4.89,-51.77,-487.61,9.20,2.51,0.63,344.85,12.70,0.05,362.27,52.29,1.41,53.70,13.02,40.68,15.69,24.99,0.00,15.54,10.71,96.27,140.45,4.77,402.97,194.28,194.31,43.79,18.59,15.64,34.14,8.09,-16.39,-103.58,-86.71,100.79,848.45
Syschem (India),531173,,INE121D01036,Pharmaceuticals & Biotechnology,Pharmaceuticals,51.15,1.47,8.20,0.24,0.00,0.62,1.88,0.00,4.23,18.03,1.47,47.32,0.53,-10.09,94.86,47.32,-0.09,0.00,100.26,2.09,5.97,-24.85,60.12,0.00,2.09,0.95,473.29,2.88,4.15,331.68,4.00,0.03,4.04,2.95,1.09,0.07,1.01,-0.01,43.51,0.00,51.35,0.00,0.00,182.06,117.12,79.67,13.62,0.22,3.25,10.41,8.20,-10.09,-31.78,-21.67,33.81,250.70
T N Merc. Bank,543596,TMB,INE668A01016,Banks,Private Sector Bank,684.60,7.51,1337.55,1.89,6.17,13.99,84.47,62412.35,7.19,13.87,2.22,1.55,1.86,37.41,10110.16,1.55,-4.01,46.66,3707.17,7.01,0.77,-107.46,29.01,14.80,7.01,2.22,5819.42,72.54,0.00,5819.42,4221.68,877.07,5098.75,0.00,5098.75,3292.15,1806.60,0.00,158.35,0.00,9951.81,500.00,53688.96,75299.60,6173.70,2777.09,4221.68,3292.15,0.00,5098.75,1337.55,-100.88,-219.12,-118.24,25.81,10840.74
T N Newsprint,531426,TNPL,INE107A01015,"Paper, Forest & Jute Products",Paper & Paper Products,148.10,6.40,247.75,4.10,0.70,11.25,35.80,1612.81,9.29,4.72,0.69,1.26,0.22,3.51,2315.98,1.26,0.56,6.51,3554.88,2.61,1.51,1.73,4.29,11.17,2.61,0.32,4644.89,10.35,0.00,4644.89,480.78,75.88,556.66,312.90,243.76,193.16,50.60,0.00,69.38,0.00,2246.60,1457.28,147.01,6210.11,1795.14,2604.98,480.78,193.16,312.90,243.76,247.75,595.51,198.87,-386.74,-160.97,1030.65
